Hostel Mi Casa es Tu Casa,http://www.hostelworld.com/hosteldetails.php/Hostel-Mi-Casa-es-Tu-Casa/Shkoder/75143,Cleanliness,96
Hostel Mi Casa es Tu Casa,http://www.hostelworld.com/hosteldetails.php/Hostel-Mi-Casa-es-Tu-Casa/Shkoder/75143,Facilities,93
Florian Shkodra Guesthouse,http://www.hostelworld.com/hosteldetails.php/Florian-Shkodra-Guesthouse/Shkoder/46642,Value,100
Florian Shkodra Guesthouse,http://www.hostelworld.com/hosteldetails.php/Florian-Shkodra-Guesthouse/Shkoder/46642,Safety,95
Florian Shkodra Guesthouse,http://www.hostelworld.com/hosteldetails.php/Florian-Shkodra-Guesthouse/Shkoder/46642,Location,87
Florian Shkodra Guesthouse,http://www.hostelworld.com/hosteldetails.php/Florian-Shkodra-Guesthouse/Shkoder/46642,Staff,98
Florian Shkodra Guesthouse,http://www.hostelworld.com/hosteldetails.php/Florian-Shkodra-Guesthouse/Shkoder/46642,Atmosphere,96
Florian Shkodra Guesthouse,http://www.hostelworld.com/hosteldetails.php/Florian-Shkodra-Guesthouse/Shkoder/46642,Cleanliness,93
Florian Shkodra Guesthouse,http://www.hostelworld.com/hosteldetails.php/Florian-Shkodra-Guesthouse/Shkoder/46642,Facilities,91
Lake Shkodra Resort,http://www.hostelworld.com/hosteldetails.php/Lake-Shkodra-Resort/Shkoder/73684,Value,100
Lake Shkodra Resort,http://www.hostelworld.com/hosteldetails.php/Lake-Shkodra-Resort/Shkoder/73684,Safety,100
Lake Shkodra Resort,http://www.hostelworld.com/hosteldetails.php/Lake-Shkodra-Resort/Shkoder/73684,Location,90
Lake Shkodra Resort,http://www.hostelworld.com/hosteldetails.php/Lake-Shkodra-Resort/Shkoder/73684,Staff,100
Lake Shkodra Resort,http://www.hostelworld.com/hosteldetails.php/Lake-Shkodra-Resort/Shkoder/73684,Atmosphere,100
Lake Shkodra Resort,http://www.hostelworld.com/hosteldetails.php/Lake-Shkodra-Resort/Shkoder/73684,Cleanliness,100
Lake Shkodra Resort,http://www.hostelworld.com/hosteldetails.php/Lake-Shkodra-Resort/Shkoder/73684,Facilities,90
Colosseo - Shkoder,http://www.hostelworld.com/hosteldetails.php/Colosseo-Shkoder/Shkoder/62882,Value,0
Colosseo - Shkoder,http://www.hostelworld.com/hosteldetails.php/Colosseo-Shkoder/Shkoder/62882,Safety,0
Colosseo - Shkoder,http://www.hostelworld.com/hosteldetails.php/Colosseo-Shkoder/Shkoder/62882,Location,0
